,Unnamed: 0,date,counts,price,year,month,day
577,577,2019-05-17,465,263.0,2019,05,17 00:00:00
579,579,2019-05-12,820,447.0,2019,05,12 00:00:00
595,595,2019-09-06,602,398.0,2019,09,06 00:00:00
601,601,2019-05-06,334,851.0,2019,05,06 00:00:00
606,606,2019-09-16,424,263.0,2019,09,16 00:00:00
625,625,2019-03-02,312,227.0,2019,03,02 00:00:00
628,628,2019-01-09,184,220.0,2019,01,09 00:00:00
631,631,2019-05-09,359,78.0,2019,05,09 00:00:00
644,644,2019-02-23,401,199.0,2019,02,23 00:00:00
655,655,2019-08-16,720,149.0,2019,08,16 00:00:00
658,658,2019-04-06,749,603.0,2019,04,06 00:00:00
667,667,2019-03-18,390,99.0,2019,03,18 00:00:00
668,668,2019-03-08,352,235.0,2019,03,08 00:00:00
670,670,2019-02-15,337,199.0,2019,02,15 00:00:00
677,677,2019-09-07,793,184.0,2019,09,07 00:00:00
680,680,2019-05-03,1186,156.0,2019,05,03 00:00:00
692,692,2019-07-13,782,498.0,2019,07,13 00:00:00
693,693,2019-08-30,822,597.0,2019,08,30 00:00:00
709,709,2019-07-04,587,398.0,2019,07,04 00:00:00
727,727,2019-08-13,631,391.0,2019,08,13 00:00:00
737,737,2019-03-15,359,391.0,2019,03,15 00:00:00
743,743,2019-06-30,984,590.0,2019,06,30 00:00:00
760,760,2019-01-19,345,199.0,2019,01,19 00:00:00
766,766,2019-09-03,561,2197.0,2019,09,03 00:00:00
772,772,2019-07-06,689,732.0,2019,07,06 00:00:00
784,784,2019-04-20,536,398.0,2019,04,20 00:00:00
789,789,2019-07-02,514,370.0,2019,07,02 00:00:00
794,794,2019-05-27,476,149.0,2019,05,27 00:00:00
800,800,2019-07-10,614,156.0,2019,07,10 00:00:00
803,803,2019-04-14,795,390.0,2019,04,14 00:00:00
805,805,2019-05-26,895,3001.0,2019,05,26 00:00:00
815,815,2019-05-30,409,448.0,2019,05,30 00:00:00
821,821,2019-04-10,341,505.0,2019,04,10 00:00:00
822,822,2019-01-02,341,427.0,2019,01,02 00:00:00
825,825,2019-04-16,391,597.0,2019,04,16 00:00:00
836,836,2019-07-03,568,220.0,2019,07,03 00:00:00
847,847,2019-02-18,303,1180.0,2019,02,18 00:00:00
908,908,2019-04-04,401,391.0,2019,04,04 00:00:00
930,930,2019-08-17,865,1202.0,2019,08,17 00:00:00
941,941,2019-08-18,1108,761.0,2019,08,18 00:00:00
942,942,2019-07-07,912,484.0,2019,07,07 00:00:00
950,950,2019-07-14,1018,427.0,2019,07,14 00:00:00
965,965,2019-08-15,729,213.0,2019,08,15 00:00:00
990,990,2019-02-21,284,171.0,2019,02,21 00:00:00
1009,1009,2019-01-23,259,192.0,2019,01,23 00:00:00
1048,1048,2019-06-15,590,114.0,2019,06,15 00:00:00
1053,1053,2019-07-15,697,192.0,2019,07,15 00:00:00
1056,1056,2019-02-16,350,292.0,2019,02,16 00:00:00
1057,1057,2019-01-20,432,235.0,2019,01,20 00:00:00
1060,1060,2019-04-19,469,4501.0,2019,04,19 00:00:00
1063,1063,2019-04-12,377,690.0,2019,04,12 00:00:00
1069,1069,2019-06-01,522,418.0,2019,06,01 00:00:00
1082,1082,2019-03-03,559,526.0,2019,03,03 00:00:00
1093,1093,2019-07-27,703,981.0,2019,07,27 00:00:00
1099,1099,2019-05-14,371,391.0,2019,05,14 00:00:00
1111,1111,2019-04-13,481,185.0,2019,04,13 00:00:00
1118,1118,2019-04-01,396,484.0,2019,04,01 00:00:00
1124,1124,2019-06-03,437,299.0,2019,06,03 00:00:00
1129,1129,2019-08-08,791,220.0,2019,08,08 00:00:00
1130,1130,2019-05-07,289,121.0,2019,05,07 00:00:00
1137,1137,2019-06-24,494,597.0,2019,06,24 00:00:00
1141,1141,2019-07-16,527,676.0,2019,07,16 00:00:00
1151,1151,2019-01-04,205,1298.0,2019,01,04 00:00:00
1168,1168,2019-04-07,1622,100.0,2019,04,07 00:00:00
1176,1176,2019-03-12,266,100.0,2019,03,12 00:00:00
1179,1179,2019-05-15,420,747.0,2019,05,15 00:00:00
1191,1191,2019-02-20,293,369.0,2019,02,20 00:00:00
1192,1192,2019-09-17,339,235.0,2019,09,17 00:00:00
1202,1202,2019-01-07,220,567.0,2019,01,07 00:00:00
1207,1207,2019-07-29,587,896.0,2019,07,29 00:00:00
1214,1214,2019-09-02,575,583.0,2019,09,02 00:00:00
1217,1217,2019-08-25,1384,199.0,2019,08,25 00:00:00
1219,1219,2019-03-26,372,548.0,2019,03,26 00:00:00
1227,1227,2019-06-07,545,626.0,2019,06,07 00:00:00
1234,1234,2019-01-06,313,99.0,2019,01,06 00:00:00
1269,1269,2019-04-02,350,469.0,2019,04,02 00:00:00
1276,1276,2019-06-14,547,1643.0,2019,06,14 00:00:00
1280,1280,2019-07-08,603,299.0,2019,07,08 00:00:00
1281,1281,2019-06-08,799,427.0,2019,06,08 00:00:00
1286,1286,2019-09-04,566,427.0,2019,09,04 00:00:00
1300,1300,2019-02-06,227,660.0,2019,02,06 00:00:00
1326,1326,2019-09-08,829,455.0,2019,09,08 00:00:00
1347,1347,2019-06-28,638,235.0,2019,06,28 00:00:00
1348,1348,2019-09-22,411,398.0,2019,09,22 00:00:00
1364,1364,2019-05-11,500,761.0,2019,05,11 00:00:00
1365,1365,2019-04-21,868,761.0,2019,04,21 00:00:00
1375,1375,2019-07-26,669,199.0,2019,07,26 00:00:00
1377,1377,2019-01-18,319,397.0,2019,01,18 00:00:00
1378,1378,2019-02-17,429,85.0,2019,02,17 00:00:00
1383,1383,2019-04-08,444,363.0,2019,04,08 00:00:00
1390,1390,2019-01-25,296,348.0,2019,01,25 00:00:00
1395,1395,2019-04-05,549,299.0,2019,04,05 00:00:00
1406,1406,2019-01-10,232,468.0,2019,01,10 00:00:00
1421,1421,2019-07-25,624,1678.0,2019,07,25 00:00:00
1442,1442,2019-08-29,778,319.0,2019,08,29 00:00:00
1453,1453,2019-02-04,121,255.0,2019,02,04 00:00:00
1467,1467,2019-03-14,256,590.0,2019,03,14 00:00:00
1471,1471,2019-06-25,531,100.0,2019,06,25 00:00:00
1474,1474,2019-02-25,315,1401.0,2019,02,25 00:00:00
1478,1478,2019-03-01,299,668.0,2019,03,01 00:00:00
1497,1497,2019-04-17,389,228.0,2019,04,17 00:00:00
1520,1520,2019-02-07,299,886.0,2019,02,07 00:00:00
1521,1521,2019-01-24,276,491.0,2019,01,24 00:00:00
1529,1529,2019-01-01,1078,206.0,2019,01,01 00:00:00
1557,1557,2019-03-28,419,448.0,2019,03,28 00:00:00
1561,1561,2019-02-01,228,427.0,2019,02,01 00:00:00
1562,1562,2019-03-27,368,569.0,2019,03,27 00:00:00
1586,1586,2019-08-24,937,171.0,2019,08,24 00:00:00
1599,1599,2019-05-21,409,1899.0,2019,05,21 00:00:00
1600,1600,2019-02-08,386,177.0,2019,02,08 00:00:00
1612,1612,2019-05-08,315,241.0,2019,05,08 00:00:00
1622,1622,2019-04-18,411,491.0,2019,04,18 00:00:00
1625,1625,2019-06-18,513,405.0,2019,06,18 00:00:00
1643,1643,2019-02-02,221,448.0,2019,02,02 00:00:00
1647,1647,2019-03-23,495,299.0,2019,03,23 00:00:00
1651,1651,2019-07-30,606,397.0,2019,07,30 00:00:00
1663,1663,2019-05-31,454,377.0,2019,05,31 00:00:00
1670,1670,2019-07-09,567,256.0,2019,07,09 00:00:00
1673,1673,2019-05-04,1582,228.0,2019,05,04 00:00:00
1679,1679,2019-07-24,568,199.0,2019,07,24 00:00:00
1687,1687,2019-08-27,717,397.0,2019,08,27 00:00:00
1688,1688,2019-02-10,551,377.0,2019,02,10 00:00:00
1701,1701,2019-04-30,520,801.0,2019,04,30 00:00:00
1731,1731,2019-04-26,428,241.0,2019,04,26 00:00:00
1743,1743,2019-09-13,566,85.0,2019,09,13 00:00:00
1747,1747,2019-09-12,390,2802.0,2019,09,12 00:00:00
1755,1755,2019-06-16,865,917.0,2019,06,16 00:00:00
1760,1760,2019-08-12,661,199.0,2019,08,12 00:00:00
1766,1766,2019-06-04,362,156.0,2019,06,04 00:00:00
1770,1770,2019-05-10,429,519.0,2019,05,10 00:00:00
1779,1779,2019-06-09,1204,1202.0,2019,06,09 00:00:00
1788,1788,2019-08-04,926,292.0,2019,08,04 00:00:00
1792,1792,2019-04-03,373,1415.0,2019,04,03 00:00:00
1806,1806,2019-04-25,412,107.0,2019,04,25 00:00:00
1820,1820,2019-02-05,147,553.0,2019,02,05 00:00:00
1825,1825,2019-05-24,469,199.0,2019,05,24 00:00:00
1828,1828,2019-08-19,743,92.0,2019,08,19 00:00:00
1843,1843,2019-06-22,688,420.0,2019,06,22 00:00:00
1887,1887,2019-01-13,427,249.0,2019,01,13 00:00:00
1892,1892,2019-08-20,716,596.0,2019,08,20 00:00:00
1897,1897,2019-09-18,345,341.0,2019,09,18 00:00:00
1902,1902,2019-04-24,422,740.0,2019,04,24 00:00:00
1933,1933,2019-01-27,329,688.0,2019,01,27 00:00:00
1937,1937,2019-03-31,758,5503.0,2019,03,31 00:00:00
1959,1959,2019-06-27,555,1081.0,2019,06,27 00:00:00
1970,1970,2019-01-30,229,688.0,2019,01,30 00:00:00
1981,1981,2019-01-15,257,576.0,2019,01,15 00:00:00
1982,1982,2019-04-09,304,99.0,2019,04,09 00:00:00
1983,1983,2019-08-10,795,220.0,2019,08,10 00:00:00
1985,1985,2019-09-11,427,1159.0,2019,09,11 00:00:00
1986,1986,2019-07-18,607,92.0,2019,07,18 00:00:00
1987,1987,2019-03-10,636,455.0,2019,03,10 00:00:00
1993,1993,2019-01-05,230,398.0,2019,01,05 00:00:00
2018,2018,2019-03-09,345,199.0,2019,03,09 00:00:00
2020,2020,2019-01-22,248,292.0,2019,01,22 00:00:00
2026,2026,2019-06-10,451,135.0,2019,06,10 00:00:00
2033,2033,2019-09-10,404,391.0,2019,09,10 00:00:00
2043,2043,2019-01-17,268,142.0,2019,01,17 00:00:00
2053,2053,2019-03-22,408,738.0,2019,03,22 00:00:00
2056,2056,2019-04-29,483,730.0,2019,04,29 00:00:00
2059,2059,2019-03-17,627,3001.0,2019,03,17 00:00:00
2066,2066,2019-09-19,341,313.0,2019,09,19 00:00:00
2072,2072,2019-03-25,396,1579.0,2019,03,25 00:00:00
2079,2079,2019-07-01,627,107.0,2019,07,01 00:00:00
2084,2084,2019-08-05,627,981.0,2019,08,05 00:00:00
2086,2086,2019-08-07,651,327.0,2019,08,07 00:00:00
2105,2105,2019-06-02,819,674.0,2019,06,02 00:00:00
2108,2108,2019-01-29,227,398.0,2019,01,29 00:00:00
2114,2114,2019-03-30,523,192.0,2019,03,30 00:00:00
2122,2122,2019-08-28,799,697.0,2019,08,28 00:00:00
2129,2129,2019-06-20,570,2802.0,2019,06,20 00:00:00
2130,2130,2019-02-12,281,92.0,2019,02,12 00:00:00
2141,2141,2019-01-12,311,320.0,2019,01,12 00:00:00
2153,2153,2019-02-19,302,178.0,2019,02,19 00:00:00
2159,2159,2019-06-26,540,469.0,2019,06,26 00:00:00
2167,2167,2019-04-22,471,171.0,2019,04,22 00:00:00
2172,2172,2019-07-23,571,235.0,2019,07,23 00:00:00
2177,2177,2019-05-18,499,135.0,2019,05,18 00:00:00
2180,2180,2019-09-23,124,398.0,2019,09,23 00:00:00
2188,2188,2019-03-06,250,327.0,2019,03,06 00:00:00
2196,2196,2019-03-16,435,199.0,2019,03,16 00:00:00
2213,2213,2019-05-02,707,782.0,2019,05,02 00:00:00
2220,2220,2019-02-09,497,292.0,2019,02,09 00:00:00
2221,2221,2019-09-20,376,398.0,2019,09,20 00:00:00
2238,2238,2019-04-23,404,299.0,2019,04,23 00:00:00
2242,2242,2019-02-28,312,100.0,2019,02,28 00:00:00
2248,2248,2019-08-21,737,149.0,2019,08,21 00:00:00
2263,2263,2019-03-19,325,804.0,2019,03,19 00:00:00
2268,2268,2019-04-27,576,391.0,2019,04,27 00:00:00
2269,2269,2019-09-21,478,447.0,2019,09,21 00:00:00
